gene	cluster	silhouette	mean_log2_expression	log2_range	correlation_to_centroid	z_S1	z_S2	z_S3	z_S4	z_S5	z_S6	z_S7	z_S8	z_S9	log2_S1	log2_S2	log2_S3	log2_S4	log2_S5	log2_S6	log2_S7	log2_S8	log2_S9
G8831	3	0.5342	10.5020	0.5519	0.9312	1.4235	1.6364	0.8267	-0.7433	-0.4970	-0.2824	-1.2063	-0.0275	-1.1301	10.7784	10.8197	10.6625	10.3577	10.4055	10.4472	10.2678	10.4967	10.2826
G8832	0	0.2731	10.3731	0.5242	0.7163	-1.4875	-0.6970	-0.9492	1.8207	1.2270	0.4062	0.3656	-0.4953	-0.1904	10.1374	10.2626	10.2227	10.6616	10.5675	10.4375	10.4310	10.2946	10.3429
G8833	2	0.1708	13.0324	0.2037	0.7480	-0.5421	0.0428	1.3275	-1.5628	-0.9204	-0.8318	1.5771	0.6269	0.2830	12.9972	13.0352	13.1185	12.9310	12.9727	12.9784	13.1347	13.0731	13.0507
G8834	2	-0.0093	9.1601	0.2335	0.3638	-1.2117	0.5418	-0.0794	-1.2028	1.2640	-1.4684	0.6851	0.2460	1.2254	9.0565	9.2064	9.1533	9.0573	9.2681	9.0346	9.2186	9.1811	9.2648
G8835	3	0.4549	10.4702	0.3189	0.8584	1.1382	0.3401	2.2170	-0.3976	-0.9373	-0.8597	-0.1970	-0.7198	-0.5840	10.5853	10.5046	10.6944	10.4300	10.3755	10.3833	10.4503	10.3974	10.4112
G8836	3	0.6001	6.2225	4.8694	0.9810	1.2974	1.4775	1.4533	-0.7102	-0.5917	-0.6880	-0.6202	-0.8107	-0.8074	8.9836	9.3667	9.3153	4.7112	4.9633	4.7583	4.9027	4.4973	4.5043
G8837	0	0.5967	11.7556	1.7731	0.9904	-1.4446	-1.4682	-1.2461	0.5698	0.7592	0.4363	0.5283	0.7149	1.1503	10.7774	10.7614	10.9118	12.1415	12.2697	12.0511	12.1134	12.2397	12.5346
G8838	3	0.2551	8.0325	0.6582	0.7328	1.3431	1.6984	0.2464	-1.0531	-0.4608	-1.6935	-0.1061	-0.1456	0.1712	8.2931	8.3620	8.0803	7.8281	7.9430	7.7038	8.0119	8.0042	8.0657
G8839	3	0.5951	12.3354	1.0931	0.9884	1.5846	1.2007	1.3189	-1.1456	-0.4160	-0.3674	-0.6172	-0.5634	-0.9946	12.9698	12.8161	12.8635	11.8767	12.1688	12.1883	12.0883	12.1098	11.9372
G8840	2	-0.1384	14.1068	0.7881	0.7271	1.5760	0.6342	0.2261	-2.3544	0.1409	0.2861	0.2378	-0.1700	-0.5767	14.4228	14.2340	14.1521	13.6347	14.1350	14.1642	14.1545	14.0727	13.9911
G8841	0	0.4158	6.9103	0.7788	0.8098	-1.7125	-0.0797	-1.3569	-0.0449	0.5658	-0.4769	0.4834	1.3156	1.3061	6.4698	6.8898	6.5613	6.8987	7.0558	6.7876	7.0346	7.2486	7.2462
G8842	3	0.5306	13.2661	0.8600	0.9143	1.3999	0.7699	1.6667	-0.0472	-1.4110	-0.2433	-0.7483	-0.4742	-0.9125	13.6572	13.4812	13.7318	13.2529	12.8718	13.1981	13.0570	13.1336	13.0111
G8843	0	0.4069	8.4002	0.5480	0.8191	-2.2472	0.0210	-1.2013	0.7560	0.5989	1.1313	0.3412	0.3031	0.2969	8.0357	8.4036	8.2053	8.5228	8.4973	8.5837	8.4555	8.4494	8.4483
G8844	3	0.4824	10.8248	0.2763	0.9114	1.1544	1.6881	1.0497	-1.0684	-1.1615	0.0204	-0.9765	-0.4579	-0.2484	10.9368	10.9885	10.9266	10.7212	10.7122	10.8268	10.7301	10.7804	10.8007
G8845	0	0.3005	11.4687	0.7875	0.6389	-1.3900	-0.6078	-0.3548	-0.3646	-0.2749	0.9234	0.2650	-0.4791	2.2829	11.1707	11.3384	11.3926	11.3905	11.4098	11.6667	11.5255	11.3660	11.9582
G8846	0	0.3006	8.9880	0.8189	0.6586	-2.4200	-0.5456	0.3089	0.4913	0.2752	0.6406	-0.5328	1.1659	0.6164	8.4354	8.8634	9.0586	9.1002	9.0509	9.1343	8.8663	9.2543	9.1288
G8847	0	0.5211	12.4677	0.4952	0.9200	-1.3272	-1.5572	-0.9507	-0.1056	0.6472	0.2695	0.5193	1.2287	1.2758	12.2358	12.1955	12.3016	12.4493	12.5809	12.5148	12.5585	12.6825	12.6907
G8848	3	0.4111	10.2152	0.8159	0.8823	1.2083	1.2314	1.2313	-1.8501	-0.3399	-0.2002	0.0412	-0.8244	-0.4976	10.5351	10.5413	10.5412	9.7254	10.1252	10.1622	10.2261	9.9969	10.0835
G8849	3	0.5751	9.8766	0.7152	0.9805	1.6836	1.1110	1.2885	-0.9400	-1.0815	-0.1864	-0.7073	-0.5672	-0.6006	10.3121	10.1640	10.2099	9.6335	9.5969	9.8284	9.6937	9.7299	9.7213
G8850	2	0.0363	11.8179	0.4696	0.2375	-0.2965	0.0860	0.7937	-1.0084	-0.6279	0.8619	-0.1058	-1.5930	1.8899	11.7779	11.8295	11.9249	11.6820	11.7333	11.9341	11.8036	11.6031	12.0727
G8851	0	0.5445	14.8568	1.0235	0.9302	-1.7122	-1.3842	-0.8519	0.5547	0.6714	0.0828	1.2482	0.9561	0.4350	14.2648	14.3782	14.5623	15.0486	15.0889	14.8854	15.2883	15.1873	15.0072
G8852	0	0.1058	6.0557	1.9480	0.2719	-1.4736	0.9135	0.0411	0.5588	-0.7760	-1.0714	-0.0991	-0.0720	1.9786	5.2241	6.5711	6.0789	6.3710	5.6178	5.4511	5.9997	6.0150	7.1722
G8853	3	0.2964	10.0551	0.7349	0.6533	1.5239	0.7078	0.6400	0.2431	-0.1528	-2.2045	-0.1023	0.2199	-0.8753	10.3554	10.1946	10.1812	10.1030	10.0250	9.6205	10.0349	10.0984	9.8825
G8854	3	0.5115	9.9102	0.9420	0.9291	1.5703	0.9846	1.4317	-0.8131	-0.5162	-0.9335	0.0142	-1.1898	-0.5481	10.4461	10.2462	10.3989	9.6327	9.7340	9.5916	9.9150	9.5041	9.7231
G8855	3	0.3604	10.0046	0.9591	0.8578	1.2517	1.1767	1.0968	-1.9695	-0.5885	-0.2331	-0.6112	0.2429	-0.3657	10.3773	10.3550	10.3312	9.4182	9.8294	9.9352	9.8226	10.0769	9.8957
G8856	3	0.6125	12.8745	1.2527	0.9944	1.6593	1.1489	1.3222	-0.7857	-0.6256	-0.5152	-0.6483	-0.4074	-1.1481	13.6149	13.3871	13.4644	12.5239	12.5953	12.6445	12.5852	12.6926	12.3621
G8857	0	0.5592	15.5870	0.7939	0.9579	-1.7516	-1.4790	-0.8694	0.5066	0.9156	0.6111	0.9427	0.5678	0.5561	15.0709	15.1512	15.3308	15.7363	15.8568	15.7671	15.8647	15.7543	15.7509
G8858	3	0.4335	10.4808	0.8235	0.8403	1.6880	0.2999	1.2895	-0.2859	-1.5242	0.1195	-0.0736	-0.1132	-1.4001	10.9136	10.5577	10.8114	10.4075	10.0901	10.5115	10.4620	10.4518	10.1219
G8859	0	0.1264	6.3207	0.8720	0.3065	0.5229	-1.4659	-0.1938	0.3592	0.3724	-1.4156	-0.8095	1.0374	1.5928	6.4698	5.9029	6.2655	6.4231	6.4269	5.9172	6.0900	6.6165	6.7748
G8860	3	0.5270	9.5470	0.8342	0.9043	0.8055	1.3116	1.8395	-0.4158	-0.1038	-0.7109	-0.7035	-0.9175	-1.1051	9.7752	9.9186	10.0681	9.4292	9.5176	9.3456	9.3477	9.2871	9.2339
G8861	0	0.4758	10.5663	2.0148	0.8700	-1.7616	-1.2517	-0.6880	0.8919	1.1134	-0.2229	1.1960	0.5617	0.1612	9.3663	9.7136	10.0976	11.1739	11.3248	10.4145	11.3811	10.9490	10.6761
G8862	2	0.1481	11.9671	2.3948	0.4919	0.3327	-0.6496	0.3080	-1.0093	0.7710	-1.8450	1.0196	1.4692	-0.3966	12.2074	11.4977	12.1896	11.2377	12.5241	10.6339	12.7038	13.0287	11.6805
G8863	0	0.3335	13.6051	1.8296	0.7057	-0.8376	-1.4556	-0.7310	-0.2266	1.1142	-0.8342	1.2652	1.4011	0.3045	13.0686	12.6729	13.1370	13.4600	14.3187	13.0708	14.4155	14.5025	13.8001
G8864	0	0.5354	12.2220	0.7662	0.9222	-1.0186	-1.1309	-1.5773	0.5522	0.1198	0.2675	0.4346	0.5250	1.8277	11.9928	11.9675	11.8670	12.3462	12.2489	12.2822	12.3198	12.3401	12.6332
G8865	0	0.1528	13.1460	0.2512	0.3895	-1.5982	-0.6225	0.9027	0.6149	-0.9507	-1.0645	1.3854	0.5650	0.7680	13.0115	13.0936	13.2221	13.1978	13.0660	13.0564	13.2627	13.1936	13.2107
G8866	3	0.2151	10.7467	0.7300	0.5292	-0.4809	1.8488	1.2657	-0.2891	-0.3992	0.1013	-0.7246	-1.6849	0.3628	10.6473	11.1286	11.0082	10.6870	10.6642	10.7676	10.5970	10.3986	10.8216
G8867	3	0.4580	8.5888	1.2400	0.8667	1.2204	0.8547	1.5891	-0.3604	-0.1967	0.2537	-0.9262	-1.5339	-0.9008	9.0734	8.9281	9.2197	8.4457	8.5107	8.6895	8.2210	7.9797	8.2311
G8868	3	0.6170	13.7541	1.3392	0.9881	1.5354	1.1875	1.3891	-0.6488	-0.6125	-0.2410	-0.8193	-0.5997	-1.1907	14.5084	14.3375	14.4366	13.4354	13.4532	13.6357	13.3516	13.4595	13.1692
G8869	0	0.5724	10.8199	0.9260	0.9651	-1.6022	-1.1798	-1.1382	0.7224	0.3590	0.0553	0.4387	0.8984	1.4464	10.3332	10.4615	10.4742	11.0393	10.9289	10.8367	10.9531	11.0928	11.2592
G8870	0	0.5617	10.2951	1.0939	0.9639	-1.2847	-1.2360	-1.6664	0.7049	0.6947	0.9229	0.8131	0.5251	0.5264	9.7524	9.7729	9.5911	10.5929	10.5886	10.6851	10.6387	10.5170	10.5175
G8871	3	0.5492	12.2841	0.5290	0.9606	1.7867	1.0078	1.1443	-0.8169	-0.7441	-0.7004	-0.6185	0.1142	-1.1729	12.6035	12.4643	12.4887	12.1381	12.1512	12.1590	12.1736	12.3046	12.0745
G8872	3	0.3852	8.0770	1.3796	0.7993	0.8003	0.2764	2.1064	-1.0427	-0.8043	0.2797	0.1933	-0.4803	-1.3288	8.3984	8.1880	8.9229	7.6582	7.7540	8.1894	8.1546	7.8841	7.5434
G8873	3	0.3390	9.4848	0.6172	0.7081	0.6752	1.2750	1.4148	-0.1936	-0.3072	-0.6234	-1.4946	-1.3437	0.5975	9.6280	9.7552	9.7849	9.4437	9.4196	9.3525	9.1677	9.1997	9.6115
G8874	3	0.5833	11.8449	0.8159	0.9760	1.7348	0.9825	1.2657	-0.7575	-0.6748	-0.4344	-0.6241	-0.1536	-1.3387	12.3055	12.1057	12.1809	11.6438	11.6658	11.7296	11.6792	11.8041	11.4895
G8875	0	0.2037	5.0268	3.6639	0.5932	-0.8826	-0.9589	-0.4992	-0.4730	0.3247	-1.2872	1.3935	1.5694	0.8134	3.8948	3.7969	4.3866	4.4201	5.4432	3.3758	6.8140	7.0397	6.0700
G8876	3	0.1917	8.0398	0.4875	0.4384	0.2858	1.1179	0.8832	0.6376	-1.6381	-0.9515	-1.2173	-0.2738	1.1561	8.0897	8.2348	8.1939	8.1510	7.7540	7.8738	7.8274	7.9920	8.2415
G8877	0	0.4784	10.8207	0.2099	0.8899	-0.7104	-1.5891	-1.5847	1.0868	0.2923	0.7309	-0.0380	0.9914	0.8208	10.7650	10.6961	10.6964	10.9060	10.8436	10.8780	10.8177	10.8985	10.8851
G8878	3	0.4180	9.5498	0.5428	0.8537	2.0103	0.1848	1.1143	-0.9752	-1.1982	0.4407	-0.1050	-0.6721	-0.7995	9.8899	9.5811	9.7383	9.3848	9.3471	9.6244	9.5320	9.4361	9.4145
G8879	2	0.0908	12.9728	0.1767	0.4107	1.5617	-1.0978	-0.2090	-0.2531	-0.4026	-1.2014	1.7816	-0.5653	0.3858	13.0653	12.9078	12.9604	12.9578	12.9490	12.9017	13.0783	12.9393	12.9956
G8880	0	0.4811	10.4480	0.6922	0.9016	-1.2416	-1.0291	-1.4348	0.8996	0.7879	0.4328	-0.4098	0.4659	1.5291	10.1580	10.2077	10.1129	10.6581	10.6320	10.5491	10.3523	10.5568	10.8051
G8881	2	0.0298	8.7391	0.3177	0.6107	0.3133	-0.5445	-1.0708	-0.7937	-1.2795	-0.3245	0.6657	1.3747	1.6593	8.7729	8.6802	8.6233	8.6533	8.6008	8.7040	8.8110	8.8877	8.9184
G8882	3	0.4613	9.2594	0.6857	0.8658	1.1150	1.0064	1.4252	-0.2291	-0.5782	0.4021	-1.3928	-0.2848	-1.4639	9.5240	9.4982	9.5976	9.2050	9.1221	9.3548	8.9288	9.1918	8.9119
G8883	1	0.0574	8.2214	0.5953	0.3397	0.2755	0.9822	-1.6164	0.3203	-0.5651	1.7614	-0.8992	-0.8294	0.5708	8.2699	8.3945	7.9365	8.2778	8.1218	8.5318	8.0629	8.0752	8.3220
G8884	0	0.4835	8.8096	0.8095	0.8866	-1.1753	-1.3261	-1.1576	0.2427	-0.4901	0.5473	1.2888	0.7929	1.2774	8.4457	8.3990	8.4512	8.8847	8.6579	8.9790	9.2086	9.0551	9.2050
G8885	0	0.5774	10.7883	1.3662	0.9746	-1.4299	-1.3735	-1.1997	0.5584	0.5140	0.4607	0.4842	0.4293	1.5564	10.1342	10.1600	10.2395	11.0438	11.0235	10.9991	11.0099	10.9847	11.5004
G8886	3	0.5650	11.3753	0.8318	0.9756	1.7521	1.1248	1.1711	-0.8367	-1.1187	-0.4814	-0.7051	-0.1350	-0.7712	11.8829	11.7012	11.7146	11.1329	11.0512	11.2358	11.1710	11.3362	11.1519
G8887	0	0.6007	11.7486	3.3216	0.9949	-1.4411	-1.2960	-1.4467	0.6544	0.5445	0.6813	0.5740	0.6034	1.1261	9.8880	10.0754	9.8808	12.5935	12.4516	12.6282	12.4897	12.5277	13.2024
G8888	3	0.5105	11.0368	0.2380	0.9104	1.3673	1.3910	1.2049	-0.0911	-0.9600	-1.3276	-0.3823	-0.2991	-0.9032	11.1565	11.1586	11.1423	11.0288	10.9528	10.9206	11.0033	11.0106	10.9577
G8889	3	0.4919	12.0681	0.7914	0.8814	1.8382	1.4933	0.4493	0.1226	-0.9887	-0.9097	-0.7248	-0.5294	-0.7508	12.5827	12.4862	12.1939	12.1025	11.7914	11.8135	11.8652	11.9200	11.8580
G8890	1	-0.0820	9.2295	0.2047	0.0155	-1.2907	-1.0160	1.2743	0.8526	0.1912	-0.6145	1.3441	0.4828	-1.2237	9.1292	9.1505	9.3285	9.2957	9.2443	9.1817	9.3339	9.2670	9.1344
G8891	0	0.3413	11.4234	1.2303	0.6916	-1.0582	-0.8069	-1.0290	0.7720	1.7708	-0.9088	1.2207	-0.2270	0.2665	10.9632	11.0725	10.9759	11.7592	12.1935	11.0282	11.9543	11.3247	11.5393
G8892	1	0.0625	9.2160	0.3057	0.5064	-0.2450	-0.6777	1.6034	0.7628	-0.4706	0.6328	-2.0052	0.7499	-0.3504	9.1953	9.1586	9.3519	9.2807	9.1762	9.2696	9.0462	9.2796	9.1864
G8893	3	0.3693	9.8167	0.2927	0.8393	1.6633	0.5546	1.2680	-1.2697	-1.3817	-0.1211	-0.8191	-0.1769	0.2827	9.9766	9.8700	9.9386	9.6946	9.6839	9.8051	9.7380	9.7997	9.8439
G8894	3	0.5083	12.8537	0.3173	0.8980	1.4764	0.6378	1.6419	0.0170	-0.2625	-0.6683	-0.5953	-0.7220	-1.5251	13.0016	12.9176	13.0182	12.8554	12.8274	12.7867	12.7940	12.7813	12.7009
G8895	3	0.4511	11.9183	0.3369	0.8927	1.8174	1.5467	0.3234	-1.0938	-0.2710	-0.8267	-0.5315	0.0175	-0.9819	12.1287	12.0973	11.9558	11.7918	11.8870	11.8227	11.8568	11.9204	11.8047
G8896	0	0.4181	9.2002	0.4934	0.8416	-1.7178	-0.1849	-1.5002	1.1150	0.2011	0.9429	-0.1793	0.0767	1.2464	8.9142	9.1694	8.9504	9.3857	9.2336	9.3571	9.1703	9.2129	9.4076
G8897	0	0.4203	8.3370	0.9193	0.8144	-1.1556	-1.2336	-0.8675	0.4862	-0.7391	-0.1664	1.0281	1.2316	1.4164	7.9361	7.9091	8.0361	8.5056	8.0806	8.2793	8.6936	8.7642	8.8283
G8898	2	0.1738	9.8868	0.5598	0.7657	1.3650	-0.3740	-0.5063	-1.1631	-1.2492	-0.4052	1.5842	1.0351	-0.2865	10.1565	9.8129	9.7868	9.6570	9.6400	9.8067	10.1998	10.0913	9.8302
G8899	2	0.0977	9.6680	0.3581	0.4384	0.3755	-1.4484	0.9181	-0.4030	-0.5948	-1.5773	0.9857	0.4130	1.3312	9.7142	9.4897	9.7810	9.6184	9.5948	9.4738	9.7894	9.7189	9.8319
G8900	3	0.4776	8.1475	1.1065	0.8547	0.6278	1.9608	1.1057	-0.0444	-0.8875	-0.5058	-0.3506	-0.4268	-1.4792	8.3495	8.7782	8.5032	8.1333	7.8621	7.9848	8.0348	8.0103	7.6717
G8901	0	0.4363	12.0189	0.7802	0.8287	-1.2335	-1.3337	-0.9735	0.8113	1.0132	0.1555	1.6268	-0.4771	0.4110	11.6939	11.6674	11.7624	12.2328	12.2859	12.0599	12.4477	11.8932	12.1273
G8902	3	0.4596	11.7143	1.0638	0.9213	1.3323	1.0319	1.4443	-1.7691	-0.6237	-0.1889	-0.3039	-0.4337	-0.4892	12.1554	12.0559	12.1925	11.1287	11.5078	11.6518	11.6137	11.5707	11.5524
G8903	3	0.5695	13.2387	0.6167	0.9786	1.6526	1.2451	1.1382	-0.9697	-0.9161	-0.5063	-0.5521	-0.0526	-1.0390	13.6173	13.5240	13.4995	13.0165	13.0288	13.1227	13.1122	13.2266	13.0006
G8904	0	0.4672	13.2415	0.8737	0.8619	-1.1957	-1.3809	-1.0510	1.4381	-0.4857	0.3500	1.1997	0.3902	0.7352	12.8709	12.8135	12.9158	13.6873	13.0910	13.3500	13.6134	13.3625	13.4694
G8905	3	0.6200	11.1854	1.2090	0.9913	1.5098	1.2812	1.3992	-0.6872	-0.5446	-0.4308	-0.8721	-0.6935	-0.9619	11.9239	11.8120	11.8697	10.8492	10.9190	10.9746	10.7588	10.8462	10.7148
G8906	3	0.2010	5.7645	1.8869	0.6182	0.8356	0.5889	0.9832	0.7913	-0.7498	0.8814	-0.9916	-0.3620	-1.9770	6.2971	6.1399	6.3912	6.2689	5.2865	6.3263	5.1324	5.5337	4.5043
G8907	1	0.0482	13.9550	0.9278	0.2244	-0.3426	1.0473	-0.0122	1.7118	-0.9459	-1.2908	-1.0982	-0.1072	1.0378	13.8491	14.2786	13.9512	14.4840	13.6627	13.5561	13.6156	13.9219	14.2757
G8908	0	0.2787	8.0775	0.3956	0.5948	-0.0116	-1.9904	-0.4745	-0.1983	0.6664	0.6409	-0.4236	-0.1379	1.9289	8.0764	7.8766	8.0296	8.0575	8.1448	8.1422	8.0348	8.0636	8.2722
G8909	2	-0.0783	9.8379	0.3114	0.1216	-0.0268	0.5608	-1.7193	-0.4647	-0.7735	2.0084	0.6440	-0.5835	0.3546	9.8357	9.8848	9.6943	9.7991	9.7733	10.0057	9.8917	9.7892	9.8675
G8910	3	0.5850	11.9094	0.6904	0.9880	1.5500	1.4002	1.2014	-0.9597	-0.9584	-0.5326	-0.6009	-0.3213	-0.7787	12.3358	12.2946	12.2399	11.6454	11.6458	11.7629	11.7441	11.8210	11.6952
G8911	2	0.2769	11.2018	0.8569	0.9447	0.0260	0.4434	-0.0518	-2.3420	-0.4935	-0.3765	1.3970	0.7266	0.6708	11.2078	11.3034	11.1899	10.6651	11.0887	11.1155	11.5220	11.3683	11.3556
G8912	3	0.3824	5.7878	1.1069	0.7659	0.6850	0.8010	1.7497	0.3407	-0.2506	-0.6897	-0.1409	-0.5261	-1.9689	5.9917	6.0262	6.3086	5.8892	5.7132	5.5825	5.7458	5.6312	5.2017
G8913	3	0.2402	7.4841	0.6133	0.5969	0.9633	0.1941	1.5960	1.2025	-0.3391	-1.5826	-0.5094	-0.7576	-0.7669	7.6700	7.5216	7.7920	7.7161	7.4187	7.1788	7.3858	7.3380	7.3362
G8914	2	0.0230	6.5848	0.6009	0.3746	-0.6723	-0.3692	-0.0342	-2.0394	1.0269	0.9430	-0.3703	1.4726	0.0428	6.4698	6.5217	6.5790	6.2359	6.7605	6.7462	6.5215	6.8368	6.5922
G8915	0	0.6016	10.9076	2.9009	0.9915	-1.5452	-1.4788	-1.1661	0.5525	0.5984	0.5364	0.7291	0.8166	0.9571	9.1162	9.1933	9.5558	11.5481	11.6012	11.5294	11.7527	11.8542	12.0171
G8916	3	0.4975	6.4412	2.7643	0.8823	1.4463	1.5362	0.8598	-0.6086	-0.3906	-0.1197	-1.1964	-1.3442	-0.1827	7.8291	7.9155	7.2663	5.8571	6.0663	6.3263	5.2930	5.1511	6.2658
G8917	0	0.1893	8.5524	1.8519	0.5720	-0.2050	-1.7938	-0.2505	-0.5471	-0.2923	-0.5436	0.6699	1.1977	1.7646	8.4457	7.6189	8.4221	8.2677	8.4003	8.2695	8.9010	9.1757	9.4708
G8918	2	-0.0983	6.7701	2.0021	0.1838	-1.9867	-0.1235	1.1234	-0.1530	-0.8981	-0.5252	0.3408	0.9051	1.3172	5.5662	6.6953	7.4509	6.6774	6.2259	6.4519	6.9766	7.3186	7.5683
G8919	2	0.0232	7.1390	1.6305	0.6308	0.9213	-0.1374	0.9719	-0.6982	-1.1274	-1.9052	0.0821	0.9665	0.9265	7.6611	7.0611	7.6898	6.7433	6.5001	6.0593	7.1855	7.6867	7.6640
G8920	3	0.4207	8.5489	1.1129	0.8336	0.8800	1.6401	1.2333	-0.9998	-0.3972	-0.4895	-0.4781	-1.5384	0.1496	8.8570	9.1231	8.9807	8.1988	8.4098	8.3775	8.3815	8.0103	8.6013
G8921	0	0.4914	6.0937	1.6956	0.8880	-0.9598	-1.6567	-1.1388	0.4061	-0.1390	0.1728	1.4284	0.9799	0.9070	5.5662	5.1832	5.4678	6.3169	6.0173	6.1887	6.8788	6.6323	6.5922
G8922	0	0.1342	9.1786	0.3660	0.5124	-1.0916	-0.8259	-0.2141	-0.5478	-0.6261	-0.3295	1.4911	2.0096	0.1343	9.0497	9.0811	9.1533	9.1139	9.1047	9.1397	9.3545	9.4157	9.1944
G8923	1	-0.0853	6.4741	0.9902	0.1798	-0.7369	1.8958	0.5164	0.0442	1.2753	-1.3667	-0.4107	-0.9171	-0.3002	6.2505	7.0495	6.6309	6.4875	6.8612	6.0593	6.3495	6.1958	6.3830
G8924	3	0.5475	13.0503	0.4849	0.9390	1.8133	1.4324	0.6341	-0.4033	-0.8498	-0.1121	-0.4342	-0.9769	-1.1035	13.3518	13.2884	13.1557	12.9832	12.9090	13.0317	12.9781	12.8879	12.8668
G8925	3	0.3188	5.3711	4.2088	0.7387	2.5609	-0.3009	0.5367	-0.8766	-0.7925	0.0931	-0.7085	-0.1444	-0.3678	8.5065	5.0026	6.0282	4.2978	4.4007	5.4851	4.5036	5.1943	4.9208
G8926	3	0.2266	6.7185	1.9925	0.5506	2.6396	-0.4752	-0.0406	-0.0670	0.0519	-1.1778	-0.3465	-0.0474	-0.5370	8.0963	6.4704	6.6973	6.6835	6.7456	6.1037	6.5376	6.6937	6.4382
G8927	3	0.3586	8.1356	0.6469	0.7222	1.1253	1.8196	0.1362	0.2848	-1.1479	-0.5123	0.5138	-1.0213	-1.1982	8.3769	8.5257	8.1648	8.1967	7.8896	8.0258	8.2458	7.9167	7.8788
G8928	2	-0.0569	6.3337	1.2147	0.3058	1.0926	-1.0344	-1.4709	-0.6084	1.1291	-1.1701	0.9127	0.3945	0.7549	6.8441	5.8504	5.6465	6.0494	6.8612	5.7870	6.7601	6.5180	6.6864
G8929	0	0.5731	11.8044	0.9288	0.9730	-1.4432	-0.9115	-1.6314	0.7890	0.4727	0.3532	0.7448	0.2760	1.3504	11.3548	11.5204	11.2962	12.0501	11.9516	11.9144	12.0364	11.8903	12.2250
G8930	3	0.5715	12.7644	0.8866	0.9484	1.6858	1.1185	1.0926	-0.2171	-0.5461	-0.2573	-0.7897	-0.5428	-1.5438	13.2271	13.0714	13.0643	12.7048	12.6145	12.6937	12.5476	12.6154	12.3406
G8931	3	0.3786	7.3993	0.8025	0.8032	0.6460	1.6640	1.3178	-1.3886	0.3195	-0.9183	-0.7744	-0.7712	-0.0947	7.5691	7.8368	7.7457	7.0342	7.4833	7.1579	7.1957	7.1965	7.3744
G8932	0	0.5751	13.9977	3.6529	0.9739	-1.7269	-1.2266	-1.1210	0.5928	1.0919	0.1557	0.6809	0.6796	0.8736	11.7598	12.4081	12.5450	14.7660	15.4127	14.1995	14.8801	14.8785	15.1299
G8933	3	0.3302	12.2096	0.6640	0.7068	1.3041	-0.1208	1.7152	0.0595	-1.5010	0.5619	-1.1644	-0.5848	-0.2696	12.4788	12.1847	12.5637	12.2219	11.8997	12.3256	11.9692	12.0889	12.1540
G8934	3	0.4156	5.8139	1.0621	0.8469	1.3495	0.9200	1.1164	-0.9011	-1.1477	0.3018	0.5992	-1.0823	-1.1557	6.3860	6.2040	6.2872	5.4319	5.3273	5.9419	6.0679	5.3551	5.3240
G8935	1	0.1701	9.5143	0.2901	0.6679	0.2981	-0.7781	0.2038	1.1551	-0.7017	1.9184	-0.2311	-1.6271	-0.2374	9.5386	9.4506	9.5309	9.6088	9.4568	9.6712	9.4953	9.3811	9.4948
G8936	3	0.3873	6.1554	1.5352	0.7919	0.8121	1.9062	0.6682	-0.3269	-1.8198	0.2754	-0.4927	-0.5206	-0.5020	6.4900	6.9408	6.4307	6.0207	5.4056	6.2689	5.9524	5.9409	5.9486
G8937	2	-0.1476	11.8535	0.5199	0.8020	0.9125	0.8048	1.1092	-1.4374	-1.3768	-0.8991	0.9906	0.4640	-0.5679	12.0398	12.0178	12.0799	11.5600	11.5724	11.6699	12.0557	11.9482	11.7375
G8938	0	0.2247	7.1040	0.7977	0.6321	-1.7604	0.1850	-0.7765	-1.0268	0.1816	-0.1752	0.6393	1.4040	1.3289	6.6602	7.1506	6.9082	6.8451	7.1497	7.0598	7.2651	7.4579	7.4390
G8939	3	0.6107	13.3648	1.2416	0.9934	1.4496	1.2366	1.5284	-0.7860	-0.6976	-0.6384	-0.5509	-0.6489	-0.8928	14.1081	13.9989	14.1485	12.9617	13.0070	13.0374	13.0823	13.0320	12.9069
G8940	2	0.1609	12.9455	0.8457	0.9744	0.8911	0.6541	0.1072	-2.4000	-0.3221	-0.7971	0.8588	0.6078	0.4003	13.1745	13.1136	12.9730	12.3288	12.8627	12.7406	13.1662	13.1017	13.0483
G8941	3	0.2124	6.3055	2.5290	0.5336	2.3974	-0.4628	0.2889	-0.0163	-0.8614	-0.7178	-0.9277	-0.4793	0.7791	8.1288	5.9535	6.5252	6.2931	5.6503	5.7595	5.5999	5.9409	6.8981
G8942	3	0.2130	7.1602	1.0977	0.4843	-0.1155	0.3794	2.0577	-0.2347	-0.7872	-0.1238	0.2730	-1.9065	0.4576	7.1282	7.2652	7.7300	7.0952	6.9422	7.1259	7.2358	6.6323	7.2869
G8943	3	0.4956	12.1380	1.0260	0.9441	1.3668	1.3833	1.2122	-1.5872	-0.6137	-0.4644	-0.2060	-0.5462	-0.5448	12.6101	12.6158	12.5567	11.5898	11.9261	11.9777	12.0669	11.9494	11.9499
G8944	2	0.1884	11.6626	1.0652	0.7039	0.3497	-0.5637	0.0434	-1.1651	-0.4016	-1.6453	0.6647	1.6727	1.0452	11.7749	11.4816	11.6765	11.2886	11.5337	11.1344	11.8760	12.1996	11.9981
